Customer ID,Name,Age,Gender,City,State,Income Level (INR),Tenure (Months),Number of Activations,Number of Reactivations,Number of Cancels,Number of Products Owned,Types of Products,Average Monthly Spending (INR),Emails Sent,Calls Made,Returns,App Usage Frequency (per week),Product Events (per day),Attrition Risk
772469,Noah Narayanan,21,Female,Orai,Gujarat,64972,55,4,2,0,3,"Sensors, Alarms, Cameras",534.86,47,14,0,33,70,No
483978,Balhaar Zacharia,18,Other,Phagwara,Uttarakhand,183218,90,4,0,2,10,"Sensors, Cameras",3741.89,37,6,4,47,14,No
202920,Darpan Cheema,27,Other,Srikakulam,Haryana,156808,23,5,0,0,6,"Locks, Cameras",3102.92,34,10,3,13,31,Yes
663308,Kala Cherian,26,Female,Anantapuram,Meghalaya,106372,105,5,1,2,3,"Alarms, Locks",1934.36,45,14,2,7,22,No
764720,Nakul Madan,66,Female,Tirupati,Nagaland,94791,119,3,0,1,1,"Cameras, Doorbells, Sensors",3515.83,32,0,1,13,76,No
187256,Samuel Ganguly,49,Female,Coimbatore,Nagaland,132269,116,3,3,2,1,"Locks, Cameras, Sensors",2411.44,7,1,2,17,69,No
587822,Vrinda Gade,26,Female,Khammam,Uttarakhand,139243,30,5,3,0,6,Locks,3653.33,50,5,5,49,5,Yes
476251,Hardik Bajaj,27,Female,Nashik,Odisha,165234,15,0,0,1,4,"Cameras, Doorbells",2122.63,47,18,1,19,47,Yes
507715,Azaan Lala,20,Female,Thrissur,West Bengal,199951,90,2,3,0,5,"Sensors, Locks",884.76,20,3,1,32,5,No
845837,Mugdha Rao,18,Male,Hyderabad,Himachal Pradesh,162923,33,4,1,1,1,"Alarms, Sensors",4915.38,26,12,4,46,85,Yes
170643,Sarthak Verma,28,Male,Mumbai,Gujarat,179349,25,4,3,2,4,"Locks, Sensors, Cameras",830.48,16,7,5,40,92,Yes
596630,Chandresh Trivedi,67,Other,Bareilly,Chhattisgarh,71550,89,4,2,2,8,"Doorbells, Cameras",2723.71,14,13,1,25,84,No
698025,Tristan Golla,72,Male,Deoghar,Mizoram,86355,9,0,3,2,5,Doorbells,2043.48,37,13,0,0,58,Yes
289562,Lohit Dhingra,67,Other,Bangalore,Jharkhand,84007,8,2,1,2,4,"Cameras, Alarms",3684.49,15,2,0,2,80,Yes
996878,Upadhriti Bava,55,Other,Patna,Kerala,93767,60,2,1,0,7,"Locks, Cameras",3453,2,13,0,43,43,No
526485,Hiral Agarwal,21,Other,Ongole,Maharashtra,185229,83,1,0,0,8,"Cameras, Sensors",3642.01,14,11,3,14,42,No
472732,Charvi Loke,41,Male,Patiala,Chhattisgarh,124781,15,0,1,1,8,Alarms,786.32,30,13,0,28,5,Yes
300885,Logan Divan,26,Other,Bhusawal,West Bengal,31259,61,4,3,0,4,"Cameras, Sensors, Doorbells",600.02,33,4,0,4,58,Yes
277411,Waida Taneja,32,Other,Ghaziabad,Chhattisgarh,162489,111,4,1,1,6,Alarms,3010.63,9,0,4,35,22,No
973857,Manan Goswami,31,Female,Ulhasnagar,Jharkhand,166470,106,5,3,2,3,Alarms,1014.17,44,7,1,48,68,No
668643,Fiyaz Madan,38,Male,Howrah,Madhya Pradesh,159047,4,3,3,0,5,"Cameras, Alarms",4309.21,48,3,3,6,62,Yes
425880,Ojasvi Thaker,62,Other,Akola,Uttar Pradesh,190090,119,1,1,1,6,Alarms,1676.18,20,11,0,29,9,No
594736,Ekani Halder,18,Male,Farrukhabad,Mizoram,76537,75,5,2,1,4,Doorbells,1101.66,48,12,3,30,37,No
205895,Sai Badal,35,Other,Dehri,Sikkim,107694,44,2,0,1,4,"Locks, Doorbells",2331.95,48,10,0,30,64,Yes
246711,Chatura Deol,68,Male,Nellore,Andhra Pradesh,179930,26,2,1,2,10,"Cameras, Doorbells, Locks",2845.91,14,2,2,16,91,Yes
379363,Harini Wadhwa,35,Female,Hazaribagh,West Bengal,47258,40,4,0,1,7,"Sensors, Alarms, Locks",3339.48,2,10,3,3,14,Yes
823692,Ganga Bajaj,34,Other,Allahabad,Goa,189254,49,5,1,2,2,Alarms,2992.66,41,1,2,3,52,Yes
505500,Vaishnavi Deshpande,25,Female,Nagercoil,Andhra Pradesh,84002,6,0,1,1,1,Locks,1533.08,19,10,4,28,4,Yes
414911,Chanakya Patil,19,Female,Amaravati,Andhra Pradesh,48745,86,2,2,2,9,"Doorbells, Cameras",1996.41,36,19,1,9,55,No
855461,Hiral Choudhry,49,Male,Kharagpur,Andhra Pradesh,94872,46,2,1,1,5,Locks,4989.14,6,8,3,25,8,No
877349,Neel Balay,40,Other,Ludhiana,Sikkim,85727,34,0,1,1,1,Sensors,4873.36,11,20,3,35,89,Yes
866859,Qabil Chahal,19,Female,Karawal Nagar,Uttar Pradesh,52014,12,5,0,0,1,"Locks, Cameras, Doorbells",4075.03,16,17,0,45,63,Yes
247824,Megha Mani,45,Female,Thrissur,Karnataka,48956,98,4,3,2,9,"Doorbells, Locks, Cameras",801.7,47,13,3,16,72,No
643316,Jagdish Edwin,71,Other,Suryapet,Andhra Pradesh,78188,84,0,1,0,9,"Sensors, Cameras",4210.38,18,17,2,12,35,No
833388,Chandran Kohli,24,Other,Tiruppur,Uttarakhand,53080,34,2,1,1,8,Sensors,2852.4,20,15,2,50,9,No
254052,Nikita Sarma,49,Female,Sangli-Miraj & Kupwad,Arunachal Pradesh,146459,12,2,1,0,3,Alarms,4930,15,8,3,7,38,Yes
402967,Ekbal Krishna,71,Other,Ambarnath,Chhattisgarh,151379,33,0,0,2,9,"Locks, Alarms",1400.9,6,2,1,47,10,No
176061,Advaith Pant,26,Male,Avadi,Gujarat,82417,63,5,3,0,1,"Doorbells, Locks",3985.88,15,14,5,27,3,No
310405,Raksha Pai,51,Male,Jamshedpur,Kerala,64237,56,0,3,1,2,Cameras,1338.19,49,6,4,21,38,Yes
457054,Lakshit Ganesh,41,Female,Morbi,Tamil Nadu,192421,104,5,1,1,10,"Cameras, Doorbells, Locks",4283.99,16,7,2,6,22,No
131270,Nimrat Ravel,47,Male,Pallavaram,Maharashtra,154414,60,2,2,2,2,"Doorbells, Sensors",1053.76,0,3,2,20,78,No
159548,Owen Sathe,74,Female,Ranchi,Punjab,135059,29,2,1,1,7,"Sensors, Locks, Cameras",4252.54,11,11,5,37,94,Yes
888314,Chakrika Rao,40,Male,Thoothukudi,Assam,189161,97,0,2,2,9,Sensors,1908.26,1,13,1,48,21,No
677718,Jason Bala,67,Female,Ajmer,Rajasthan,145550,61,3,2,1,1,"Cameras, Doorbells",3108.24,30,3,1,27,42,No
883530,Bimala Sharaf,61,Male,Katihar,Rajasthan,188852,44,4,3,1,6,"Cameras, Sensors, Doorbells",2588.86,3,10,4,28,6,No
506289,Jalsa Tara,66,Female,Naihati,Arunachal Pradesh,76017,5,2,1,2,2,"Locks, Doorbells",4935.58,22,17,0,39,50,Yes
641055,Chandani Mannan,20,Other,Durg,Jharkhand,123073,96,1,3,2,5,"Cameras, Locks",4264.63,13,19,4,28,66,No
380331,Tristan Biswas,40,Male,Visakhapatnam,Odisha,107663,25,4,0,0,5,"Alarms, Cameras, Locks",1551.88,10,8,1,5,33,Yes
812349,Manthan Chaudhuri,71,Male,Karawal Nagar,Madhya Pradesh,75839,44,0,1,2,10,"Cameras, Alarms, Locks",4878.03,12,14,1,43,99,No
862652,Hemal Chana,41,Female,Warangal,Rajasthan,53827,92,4,1,0,3,"Sensors, Cameras",3280.54,4,3,3,4,96,No
546071,Krish Garde,63,Female,Anand,Maharashtra,71393,32,2,3,1,5,Locks,3983.15,6,11,1,37,38,No
857332,Mohammed Varty,66,Female,Dibrugarh,Tripura,67548,81,3,2,0,9,"Sensors, Locks",2807.71,45,1,2,30,13,No
971539,Anthony Sabharwal,55,Male,Ahmednagar,Telangana,166780,18,3,1,2,9,"Alarms, Locks",3741.53,26,16,3,16,21,Yes
573394,Max Dar,42,Male,Karnal,Arunachal Pradesh,135994,110,3,1,0,7,"Alarms, Doorbells",4214.72,6,4,1,18,88,No
250384,Vyanjana Doctor,19,Female,Bhimavaram,Uttar Pradesh,27989,52,1,3,2,2,"Locks, Cameras, Alarms",861.63,50,12,4,28,100,Yes
256465,Krisha Johal,24,Female,Sambalpur,West Bengal,64393,53,2,1,0,1,"Alarms, Doorbells, Sensors",3997.26,27,10,2,24,22,No
811468,Laksh Kumer,51,Other,Loni,Chhattisgarh,47257,18,5,1,2,10,Doorbells,1517.95,8,5,0,46,14,Yes
279746,Chatura Bahri,53,Other,Mau,Tripura,98786,75,5,3,0,9,"Locks, Alarms",2507.27,36,19,2,5,32,No
114778,Anthony Hora,36,Female,Ahmedabad,Goa,47407,37,2,1,1,1,"Alarms, Doorbells, Sensors",915.47,8,19,3,13,13,Yes
132160,Orinder Sharma,73,Female,Guwahati,West Bengal,186969,86,4,1,1,7,"Doorbells, Sensors",4933.35,24,18,0,1,45,No
690924,Pahal Jaggi,67,Female,Tiruchirappalli,Maharashtra,77887,50,0,2,1,5,Doorbells,698.81,20,20,2,32,40,No
120738,Tanish Tank,62,Male,Anantapuram,Maharashtra,100120,54,1,0,0,8,"Alarms, Cameras, Doorbells",827.07,1,12,3,31,92,No
154452,Jhalak Banik,48,Female,Bidhannagar,Kerala,27790,51,0,0,0,8,"Locks, Cameras",3521.4,35,9,0,16,93,Yes
841612,Rohan Roy,50,Male,Nashik,Uttar Pradesh,26464,64,2,1,2,4,"Sensors, Locks",1674.32,20,4,2,4,55,No
718447,Pallavi Pau,43,Male,Sirsa,Karnataka,88242,118,5,1,1,8,"Sensors, Cameras",3727.71,47,0,3,49,91,No
345362,Jagrati Desai,26,Other,Thane,Madhya Pradesh,133153,15,1,0,0,1,Sensors,3386.73,34,5,5,37,11,Yes
990761,Faris Ravel,48,Other,Proddatur,Madhya Pradesh,168267,65,1,1,0,6,Locks,4515.27,16,17,5,33,4,No
833754,Owen Subramaniam,55,Male,Patna,Kerala,95864,84,1,1,2,1,"Sensors, Doorbells, Locks",2263.66,48,1,1,15,88,No
200194,Ekanta Handa,69,Male,Motihari,Nagaland,175671,6,2,3,1,6,"Doorbells, Sensors",2601.95,24,9,3,23,37,Yes
939354,David Prabhakar,72,Male,Ahmedabad,Tamil Nadu,52255,110,1,2,1,6,"Cameras, Locks",1582.51,46,6,1,38,55,No
758544,Lajita Shah,38,Female,Jalandhar,Assam,82866,6,1,0,1,4,Doorbells,4378.3,48,10,4,31,99,Yes
731310,Ekiya Sagar,38,Male,Varanasi,Punjab,79263,79,4,3,0,6,Alarms,1888.75,49,18,1,33,67,No
883757,Lakshmi Deep,23,Other,Jalgaon,Assam,38227,38,1,3,1,7,Alarms,1782.88,18,11,2,39,47,No
865424,Damyanti Bhalla,68,Male,Panvel,Mizoram,83552,32,0,3,0,7,Sensors,1443.83,42,11,0,30,10,Yes
363267,Nandini Bal,26,Male,Korba,Gujarat,96318,102,4,3,2,2,"Cameras, Sensors, Alarms",637.69,17,17,4,36,86,No
192243,Atharv Pai,28,Male,Proddatur,Himachal Pradesh,74200,76,2,1,2,6,"Locks, Cameras, Sensors",4229.71,44,14,5,49,79,No
281731,Arjun Bhasin,40,Male,Warangal,Manipur,169728,32,2,2,0,4,Cameras,1653.38,46,1,2,4,37,Yes
936358,Warjas Din,24,Other,Tumkur,Arunachal Pradesh,54194,117,5,0,1,1,"Doorbells, Cameras",1979.08,37,11,2,7,64,No
578568,Omya Sinha,44,Male,Dharmavaram,Mizoram,132650,65,1,0,2,1,"Sensors, Alarms, Locks",3356.86,11,4,5,37,66,No
137373,Benjamin Dube,41,Other,Kadapa,Haryana,158034,87,5,2,0,1,"Alarms, Sensors, Doorbells",1376.02,36,18,4,7,29,No
192127,Onveer Swamy,75,Other,Hindupur,Haryana,44096,82,5,0,2,4,"Doorbells, Locks, Sensors",4852.92,50,9,1,48,98,No
625112,Januja Arya,31,Male,Kamarhati,Himachal Pradesh,52205,59,0,3,2,9,Locks,2244.9,17,10,3,33,31,No
800830,Hiral Kalla,45,Male,Bilaspur,Madhya Pradesh,114995,14,2,0,0,10,"Locks, Doorbells, Cameras",2726.18,18,9,2,45,5,Yes
701604,Gaurika Bajaj,47,Female,Anand,Chhattisgarh,119099,72,2,0,1,7,"Alarms, Sensors",4655.59,48,14,4,9,23,No
669699,Faqid Radhakrishnan,21,Other,Solapur,Goa,198784,13,2,1,2,4,Doorbells,4418.64,49,18,4,15,55,Yes
619377,Chakradhar Mallick,56,Male,Mathura,Haryana,138153,23,1,2,2,1,"Doorbells, Sensors",3788.04,22,19,5,35,52,Yes
122933,Tanmayi Korpal,29,Other,Bareilly,Assam,151369,71,4,1,2,10,Cameras,1041.65,1,11,0,45,68,No
532434,Megha Prashad,50,Other,Bhimavaram,Maharashtra,140908,14,5,3,2,7,Locks,600.51,41,4,0,13,36,Yes
772554,Kai Sheth,69,Other,Pimpri-Chinchwad,Goa,137514,63,4,1,0,1,"Alarms, Cameras",3940.87,45,19,2,26,12,No
647584,Vyanjana Varghese,22,Female,Singrauli,Himachal Pradesh,136070,22,2,1,2,1,"Sensors, Doorbells, Alarms",4080.98,47,10,2,9,12,Yes
667879,Darsh Bakshi,57,Female,South Dumdum,Manipur,174318,55,5,0,0,8,Sensors,4193.69,49,2,0,44,65,No
504145,Harini Pandit,41,Other,Kulti,Himachal Pradesh,195004,106,5,2,1,9,"Alarms, Sensors, Locks",2613.59,8,13,4,32,19,No
367706,Brijesh Bedi,26,Male,Sasaram,Tamil Nadu,75718,66,5,1,0,9,"Cameras, Alarms, Doorbells",2065.1,18,0,0,34,72,No
713585,Pranit Johal,29,Male,Morbi,Maharashtra,65359,90,4,2,2,6,Locks,2133.23,38,15,0,22,38,No
411557,Anthony Lalla,52,Female,Ratlam,Mizoram,197435,110,3,1,0,6,"Cameras, Locks",544.04,21,18,4,22,66,No
659087,Ojasvi De,64,Female,Thane,Madhya Pradesh,163322,20,3,0,1,9,"Alarms, Locks",4003.52,5,6,5,13,66,Yes
829080,Zarna Devi,46,Female,Madanapalle,Goa,66459,76,1,2,1,9,"Doorbells, Alarms",4213.87,49,9,4,42,82,No
202671,Krish Sur,72,Male,Bellary,Manipur,152287,108,0,1,1,3,Doorbells,2560.72,29,20,4,48,67,No
753147,Anamika Mukherjee,49,Male,Alappuzha,Karnataka,110286,17,0,0,0,6,Locks,4403.64,26,6,2,31,38,Yes
736559,Janya Sibal,63,Other,Hajipur,Bihar,114244,98,2,1,2,7,Doorbells,4405.26,14,6,3,30,60,No
273851,Daniel Date,73,Other,Vijayanagaram,Jharkhand,104514,55,0,3,2,5,"Alarms, Cameras, Sensors",1495.39,1,19,2,19,15,No
443934,Qasim Vyas,19,Other,Bhubaneswar,Telangana,185881,23,1,3,1,2,Alarms,4413.43,0,2,4,29,32,Yes
438969,Keya Bora,60,Other,Sultan Pur Majra,Sikkim,122884,36,3,0,1,9,Locks,505.22,32,10,2,48,70,No
646148,Anjali Cherian,24,Male,Bhubaneswar,Nagaland,55321,11,0,2,0,1,"Locks, Cameras, Alarms",2357.94,13,15,1,33,61,Yes
234073,Edhitha Hans,59,Female,Danapur,Mizoram,166507,102,3,1,0,8,"Doorbells, Cameras, Sensors",3858.13,48,9,0,25,86,No
947826,Kevin Halder,73,Female,Nagercoil,Uttarakhand,159466,60,2,2,0,9,Cameras,3300.44,14,14,5,41,18,No
798851,Vedika Swaminathan,18,Female,Satara,Uttarakhand,144468,81,3,0,0,4,"Sensors, Cameras, Doorbells",4270.75,20,9,5,18,52,No
245826,Liam Atwal,72,Other,Panchkula,Assam,174786,27,1,1,1,1,Sensors,2503.89,50,19,2,17,75,Yes
645760,Panini Madan,28,Female,Mehsana,Gujarat,122795,70,2,0,0,6,Cameras,1489.46,46,0,1,40,39,No
587373,Lavanya Badal,23,Other,Loni,Telangana,162647,3,4,0,2,7,Locks,4089.93,15,14,3,42,17,Yes
664119,Anthony Malhotra,34,Other,Danapur,Uttarakhand,171746,108,0,2,2,6,"Cameras, Alarms, Doorbells",4883.63,26,0,3,11,1,No
845491,Ekiya Malhotra,70,Female,Agartala,Uttarakhand,118173,20,1,1,1,8,"Locks, Sensors",3703.13,3,13,5,9,59,Yes
601443,Chandran Venkataraman,21,Male,Amritsar,Mizoram,78089,111,5,0,1,5,"Locks, Alarms, Sensors",2269.52,28,13,5,26,59,No
528123,Yachana Merchant,68,Female,Guntakal,West Bengal,163918,81,1,1,1,9,Doorbells,1343.56,6,9,3,49,4,No
457050,Krishna Prabhakar,57,Male,Gulbarga,Gujarat,114607,20,0,2,0,8,"Doorbells, Cameras",2459.31,39,6,4,28,67,Yes
184298,Ekalinga Peri,46,Male,Bhalswa Jahangir Pur,Odisha,69372,92,2,3,1,5,"Alarms, Doorbells, Locks",3481.24,6,5,0,46,63,No
109138,Vasudha Gade,66,Male,Gudivada,Arunachal Pradesh,123491,86,0,2,1,4,"Cameras, Locks",2118.15,25,4,3,23,41,No
740420,Guneet Korpal,75,Other,Kalyan-Dombivli,Karnataka,48519,41,5,2,0,10,Sensors,762.65,10,10,2,26,9,Yes
392922,Logan Talwar,31,Female,Kulti,Sikkim,156931,67,2,3,0,2,"Cameras, Alarms",1521.1,14,18,2,42,98,No
937333,Pahal Chatterjee,31,Male,Jamnagar,Mizoram,139237,55,1,1,0,5,Cameras,1359.3,14,4,1,14,61,No
216090,Yachana Sahota,47,Male,Tirupati,Telangana,75000,115,2,2,0,6,Locks,3573.09,10,17,5,0,81,No
110547,Tanveer Mody,61,Male,Nizamabad,Himachal Pradesh,99161,58,2,3,0,7,"Doorbells, Sensors",1578.87,7,12,0,19,56,No
833943,Ishita Vig,71,Male,Tumkur,Kerala,157571,41,5,0,0,3,"Locks, Cameras, Alarms",1273.94,4,2,3,29,25,No
852444,Yochana Brahmbhatt,26,Male,Danapur,Tripura,118361,6,5,0,2,4,Cameras,1990.28,45,19,5,6,30,Yes
937621,Chatura Sarkar,34,Female,Etawah,Maharashtra,159678,84,0,1,0,5,Alarms,963.6,7,16,0,37,76,No
402502,Ekta Mahajan,40,Male,Siliguri,Madhya Pradesh,68209,55,0,3,0,1,"Doorbells, Sensors",2698.62,48,19,4,17,0,Yes
805401,Yashvi Joshi,69,Male,Loni,Arunachal Pradesh,64290,89,3,2,1,1,Alarms,4631.65,17,7,2,44,5,No
178571,Andrew Khurana,21,Male,Dhanbad,Jharkhand,57871,102,3,3,1,3,"Cameras, Alarms, Doorbells",3298.53,41,11,1,13,26,No
940330,Tanish Sharaf,59,Female,Faridabad,Bihar,113227,80,0,1,0,2,"Cameras, Locks, Sensors",2358.06,47,18,4,43,30,No
241259,Manya Sarkar,69,Female,Nanded,Uttarakhand,25494,81,1,0,0,2,"Cameras, Locks, Alarms",4511.38,16,20,3,6,14,No
346905,Mugdha Vyas,36,Male,Surendranagar Dudhrej,West Bengal,198684,105,5,0,2,6,"Locks, Cameras, Doorbells",4587.18,13,10,0,4,98,No
388572,Zashil Bali,39,Male,Bokaro,Maharashtra,105733,62,2,3,2,7,Sensors,3481.15,12,15,0,2,12,No
720657,Ekta Konda,69,Female,Raichur,Himachal Pradesh,60364,113,0,0,1,10,"Doorbells, Cameras",3430.94,17,2,4,5,57,No
827439,Devika Upadhyay,53,Female,Chinsurah,Tamil Nadu,111136,29,0,1,0,3,"Doorbells, Sensors, Cameras",4569.3,13,10,2,25,40,Yes
346906,Radhika Ramachandran,52,Female,Sagar,Assam,137204,64,3,3,2,5,"Sensors, Alarms",4194.35,20,13,2,9,79,No
218916,Jatin Gour,20,Female,Udaipur,Assam,33198,29,3,3,0,9,"Locks, Cameras",4891.79,33,1,5,30,72,Yes
411642,Adya Kapur,55,Female,Pallavaram,Bihar,70530,76,4,3,2,4,"Doorbells, Locks, Sensors",3155.84,10,19,4,18,48,No
938203,Dev Reddy,57,Female,Guwahati,Tripura,110846,28,2,0,0,9,"Locks, Sensors",1767.4,30,16,4,24,88,Yes
274429,Darsh Agate,75,Male,Haldia,Telangana,26040,83,1,0,0,4,Doorbells,552.42,17,3,3,9,30,No
382044,Ojas Mukhopadhyay,31,Female,Jaipur,Odisha,153172,64,5,2,1,1,Locks,1846.55,42,8,0,37,73,No
252106,Saksham Chandra,65,Female,Tinsukia,Chhattisgarh,196020,47,5,0,1,3,Sensors,931.55,31,16,5,13,83,Yes
424724,Suhani Raghavan,28,Female,Kozhikode,Chhattisgarh,126997,37,5,2,1,4,Locks,3469.55,18,8,3,39,77,Yes
776325,Yashasvi Setty,42,Male,Haldia,Bihar,93725,73,3,2,2,1,"Sensors, Locks",3871.79,33,7,5,41,18,No
419537,Ryan Mandal,65,Female,Bhind,Goa,78523,42,4,1,0,3,Alarms,1666.21,15,5,3,43,41,No
453645,Dominic Srivastava,29,Male,Tezpur,Uttarakhand,118409,67,1,1,2,7,"Locks, Sensors",1396.4,17,7,5,2,3,No
353379,Wyatt Patla,43,Male,Kollam,Uttarakhand,38038,102,3,1,1,6,"Doorbells, Sensors",2482.07,31,12,5,0,59,No
643999,Zashil Grewal,33,Female,Alwar,Nagaland,145356,20,2,0,1,7,Sensors,3625.16,34,16,4,42,77,Yes
375107,Ayaan Sem,44,Male,Saharanpur,Maharashtra,197219,27,5,0,2,2,"Cameras, Doorbells",3513.44,30,19,4,30,98,Yes
479908,Niharika Choudhury,70,Other,Dhule,Andhra Pradesh,141663,31,1,1,1,7,Doorbells,1109.76,50,6,5,33,12,Yes
666173,Alexander Sidhu,22,Other,Ozhukarai,Goa,81231,27,4,0,0,4,"Sensors, Locks",1912.29,46,18,2,22,83,Yes
951741,Harrison Chana,27,Other,Bikaner,Karnataka,73030,105,3,3,0,3,"Cameras, Alarms, Sensors",1494.76,30,13,0,7,3,No
492206,Aahana Narang,18,Other,Bhatpara,Telangana,79773,11,2,2,2,6,"Locks, Sensors",2156.2,10,1,0,43,3,Yes
298393,Ekanta Ramesh,26,Female,Kurnool,Andhra Pradesh,90823,28,5,1,0,2,Doorbells,3253.81,40,12,4,20,56,Yes
930500,Praneel Sibal,49,Female,Davanagere,Arunachal Pradesh,107410,11,0,1,0,5,"Alarms, Doorbells",2246.45,8,3,3,32,19,Yes
574089,Janaki Mand,57,Male,Tiruchirappalli,Meghalaya,27149,84,1,1,0,8,"Locks, Doorbells",4242.27,16,15,5,20,73,No
305160,Pranit Bhattacharyya,42,Female,Jammu,Andhra Pradesh,134102,71,0,3,2,2,Cameras,3419.35,36,11,3,8,18,No
884614,Harinakshi Bahri,33,Female,Imphal,Chhattisgarh,40767,9,4,2,1,5,Alarms,3783.5,37,6,3,8,83,Yes
682503,Ati Soni,29,Male,Tenali,Arunachal Pradesh,122895,57,3,1,0,8,Doorbells,803.92,13,16,0,23,49,No
774941,Manan Rau,61,Female,Korba,Meghalaya,171132,36,0,3,1,7,"Doorbells, Alarms",2758.04,23,15,1,41,80,No
354992,Nimrat Joshi,27,Other,Solapur,Maharashtra,126612,70,4,2,0,6,"Alarms, Locks, Doorbells",3916.39,8,0,0,5,96,No
450136,Upadhriti Walia,67,Other,Rohtak,Rajasthan,48016,5,4,1,0,5,"Locks, Cameras",3116.02,26,19,5,9,27,Yes
658946,Ishaan Pingle,20,Other,Siliguri,Uttarakhand,195240,71,1,1,2,7,Alarms,1167.11,46,16,2,47,6,No
434671,Ryan Chawla,19,Other,Bhopal,Assam,168827,87,3,0,0,1,"Alarms, Doorbells",2294.45,33,1,2,24,68,No
403177,Falak Singh,73,Male,Munger,Madhya Pradesh,104628,22,4,1,0,1,"Alarms, Doorbells, Sensors",995.94,31,2,1,20,28,Yes
613258,Xavier Kadakia,56,Male,Bareilly,Haryana,65455,39,0,0,1,7,"Sensors, Cameras, Locks",1716.78,34,5,3,43,98,Yes
650433,Upasna Gokhale,19,Male,Thane,Chhattisgarh,102960,20,5,0,2,10,"Doorbells, Sensors, Locks",1049.08,5,19,3,29,73,Yes
553025,David Mitra,37,Female,Jaunpur,West Bengal,127442,34,4,3,0,1,"Sensors, Alarms",1558.34,13,8,4,7,60,Yes
559236,Orinder Bassi,45,Male,Thrissur,Maharashtra,25596,97,0,2,2,1,"Doorbells, Cameras",2360.28,21,0,1,42,51,No
799511,Orinder Borra,74,Other,Panchkula,Uttarakhand,127144,33,4,1,2,1,Cameras,2984.69,37,16,3,38,100,Yes
974713,Chanakya Nayak,39,Male,Surendranagar Dudhrej,Odisha,110718,38,1,1,2,4,"Locks, Sensors, Doorbells",2956.82,20,5,0,40,19,No
450702,Advik Chakrabarti,26,Male,Faridabad,West Bengal,31500,32,0,3,2,2,"Locks, Alarms, Doorbells",2448.38,41,19,1,11,94,Yes
716258,Tamanna Sankaran,67,Female,Ambattur,Madhya Pradesh,55077,75,3,2,0,5,"Sensors, Doorbells",2313.4,43,8,3,3,84,No
306139,Yutika Rajagopalan,73,Other,New Delhi,Punjab,140823,15,0,0,2,5,Cameras,2441.24,22,8,5,2,100,Yes
494883,Pooja Peri,42,Other,Tezpur,Tamil Nadu,37559,92,2,0,0,1,Locks,3555.06,7,19,5,46,2,No
954136,Amaira Hayre,19,Male,Phagwara,Nagaland,189604,23,5,1,1,4,"Locks, Sensors, Cameras",3473.08,25,19,2,50,36,Yes
497550,Faraj Mallick,20,Other,Khammam,Karnataka,31785,60,0,0,1,6,Locks,2916.08,20,15,2,48,58,No
908988,Omya Pathak,28,Other,Danapur,Punjab,94116,75,4,2,1,5,"Alarms, Doorbells",806.07,40,14,4,12,5,No
428009,Darpan Kibe,60,Male,Chennai,Manipur,114455,80,2,0,2,9,Cameras,3703.52,44,11,2,26,57,No
167803,Hredhaan Choudhry,29,Other,Kochi,Arunachal Pradesh,74968,67,4,0,2,9,Sensors,2905.32,29,5,5,47,24,No
220626,Bhavani Kaur,41,Female,Katihar,Kerala,97550,83,1,3,2,7,Alarms,3798.88,19,0,5,42,91,No
617638,Mekhala Baria,50,Male,Srinagar,Sikkim,178515,53,2,0,2,3,"Sensors, Alarms, Locks",620.25,19,7,2,50,70,No
158687,Ishanvi Kale,37,Other,Kota,Mizoram,125645,4,1,3,1,10,"Sensors, Alarms, Locks",4708.25,27,19,1,46,84,Yes
827810,Tanish Oza,75,Male,Nadiad,Haryana,53941,28,3,1,1,7,Locks,3260.68,33,6,4,5,15,Yes
942644,Harrison Trivedi,59,Female,Jaunpur,Uttar Pradesh,99930,96,5,3,0,2,Sensors,3422.2,44,19,1,16,26,No
933348,Vihaan Rama,42,Female,Vellore,Himachal Pradesh,29861,98,5,3,2,8,Locks,2544.53,23,20,3,33,66,No
551178,Chaitaly Contractor,28,Male,Saharanpur,Himachal Pradesh,39796,36,3,3,2,6,"Sensors, Cameras",4962.44,42,17,2,5,67,Yes
753834,Guneet Dani,24,Female,Madanapalle,Rajasthan,155283,26,2,3,1,4,"Doorbells, Locks, Cameras",4789.51,44,3,0,4,17,Yes
721167,Samar Bal,27,Female,Sasaram,Tamil Nadu,89256,28,2,0,1,9,"Doorbells, Cameras",3685.45,41,10,2,37,27,Yes
245803,Anamika Loyal,31,Male,Dibrugarh,Telangana,49132,63,1,3,2,8,"Alarms, Sensors, Doorbells",2040.47,16,2,5,11,0,No
958876,Anamika Sami,44,Other,Bhiwandi,Tamil Nadu,96755,102,0,1,1,1,"Cameras, Sensors, Alarms",2805.84,44,0,4,41,74,No
521799,Chaitanya Savant,57,Other,North Dumdum,Odisha,113773,57,1,1,1,6,Locks,539.07,20,18,4,43,91,No
642743,Anmol Bhatti,50,Other,Cuttack,Punjab,74375,104,2,0,0,1,"Locks, Cameras",4045.39,42,14,3,35,60,No
531117,Madhav Grewal,64,Female,Bharatpur,Odisha,91977,107,3,0,0,8,"Alarms, Sensors",1085.25,45,18,4,30,77,No
423245,Vyanjana Nair,44,Female,Bally,Assam,151306,92,2,2,1,10,Cameras,4033.23,26,16,3,32,71,No
